    3.1777611755E-02   -1.2238399300E+01   -1.1720521799E+01   -1.1453509365E+01   -1.1241303282E+01    9.9000000000E+01    9.9000000000E+01    9.9000000000E+01    9.9000000000E+01   -1.1516976242E+01   -1.1402761292E+01   -1.1669006352E+01    9.9000000000E+01    9.9000000000E+01    9.9000000000E+01    9.9000000000E+01    9.9000000000E+01   -1.3529722984E+01   -1.4127623455E+01   -1.3641740298E+01   -1.1847514105E+01   -1.1919444881E+01   -1.1620658774E+01   -1.1411146127E+01   -1.1734804077E+01   -1.1490024282E+01   -1.1102324250E+01    9.9000000000E+01
    3.5655066823E-02   -1.3076684896E+01   -1.1102465361E+01   -4.7786361072E+00   -7.3622918747E+00    9.9000000000E+01    9.9000000000E+01    9.9000000000E+01    9.9000000000E+01   -1.2393307837E+01   -1.0968713077E+01   -7.2082622769E+00   -6.4059113323E+00    9.9000000000E+01    9.9000000000E+01    9.9000000000E+01    9.9000000000E+01   -1.3023021954E+01   -1.3617370643E+01   -1.3337732502E+01   -1.2495703599E+01   -1.1276604666E+01   -1.4012744939E-01   -1.2335135772E+01   -1.1339026354E+01    9.9000000000E+01   -7.7294563895E+00    9.9000000000E+01
    4.0005642965E-02   -1.3063162801E+01   -1.1282550653E+01   -7.3794370694E+00   -7.3634328070E+00   -8.2104255997E+00    9.9000000000E+01    9.9000000000E+01    9.9000000000E+01   -1.2314105155E+01   -1.1112352720E+01   -7.0853961123E+00   -7.8313848074E+00   -3.3232373213E+00    9.9000000000E+01    9.9000000000E+01    9.9000000000E+01   -1.3354390419E+01   -1.3905326437E+01   -1.3852111079E+01   -1.2082376558E+01   -1.1596462445E+01   -7.6073819474E+00   -1.2342657582E+01   -1.1557004510E+01   -7.4118689989E+00   -5.7635450160E+00   -7.7848986312E+00
    4.4887069683E-02   -1.3572400318E+01   -1.1840435545E+01   -1.1854174095E+01   -8.9961956903E+00   -7.7539545115E+00    9.9000000000E+01    9.9000000000E+01    9.9000000000E+01   -1.2846531070E+01   -1.2209388783E+01   -8.7371132155E+00   -8.7606054637E+00    9.9000000000E+01    9.9000000000E+01    9.9000000000E+01    9.9000000000E+01   -1.3805356514E+01   -1.3819808212E+01   -1.4069589260E+01   -1.2831133782E+01   -1.1900586950E+01   -1.2100745447E+01   -1.2844718788E+01   -1.1881664129E+01   -1.1733924991E+01   -9.0721186849E+00   -7.1387653491E+00
    5.0364120544E-02   -1.4071860130E+01   -1.2277988210E+01   -1.0426042742E+01   -1.1966777650E+01   -1.2340521507E+01    9.9000000000E+01    9.9000000000E+01    9.9000000000E+01   -1.3358227102E+01   -1.2058530383E+01   -1.1977123402E+01   -1.1533731078E+01   -1.2215155140E+01    9.9000000000E+01    9.9000000000E+01    9.9000000000E+01   -1.3786621829E+01   -1.4332583295E+01   -1.4167538374E+01   -1.3328987624E+01   -1.2415758033E+01   -1.0013980945E+01   -1.3359297671E+01   -1.2396401894E+01   -1.0406183658E+01   -1.2115698543E+01   -1.1860819358E+01
    5.6509472685E-02   -1.4118799472E+01   -1.2620280506E+01   -1.2308898131E+01   -1.3101087421E+01   -9.1776597222E+00   -1.3853352813E+01   -3.1217957315E+00    9.9000000000E+01   -1.3423496458E+01   -1.2603847755E+01   -1.3031894158E+01   -1.1090003396E+01   -8.6727623708E+00   -1.2963083916E+01   -1.7455727274E+00    9.9000000000E+01   -1.4219736936E+01   -1.4254588936E+01   -1.4096881218E+01   -1.3710264939E+01   -1.2837142556E+01   -1.2158792886E+01   -1.3340509348E+01   -1.2821349790E+01   -1.2372424200E+01   -1.3225865256E+01   -8.7165399069E+00
    6.3404671195E-02   -1.4762780959E+01   -1.3237418699E+01   -1.2859455599E+01   -1.2237189906E+01   -1.2745624412E+01   -1.1844806536E+01   -1.0539744102E+01    9.9000000000E+01   -1.4017152875E+01   -1.3297608609E+01   -1.1492435100E+01   -1.2517471129E+01   -1.1162813135E+01   -1.0954537704E+01   -9.1635210119E+00    9.9000000000E+01   -1.4579826596E+01   -1.4512412698E+01   -1.4537978093E+01   -1.4122540015E+01   -1.3441601238E+01   -1.3027380593E+01   -1.3982264875E+01   -1.3427818716E+01   -1.2789663358E+01   -1.2217427672E+01   -1.2268695252E+01
    7.1141211170E-02   -1.5202505581E+01   -1.3412705265E+01   -1.3143893578E+01   -1.3546468677E+01   -1.2763061958E+01   -1.2853625797E+01   -1.3780432522E+01    9.9000000000E+01   -1.4506405578E+01   -1.3366045094E+01   -1.3332691832E+01   -1.3018565030E+01   -1.1222674037E+01   -1.1963356875E+01   -1.2404209364E+01    9.9000000000E+01   -1.4855669470E+01   -1.4829201740E+01   -1.4752544381E+01   -1.4614756513E+01   -1.3551760247E+01   -1.3162931505E+01   -1.4449121631E+01   -1.3563878264E+01   -1.3157527243E+01   -1.3585959476E+01   -1.2293045178E+01
    7.9821751794E-02   -1.4954930758E+01   -1.4052127519E+01   -1.3664541124E+01   -1.3559090094E+01   -1.3002759532E+01   -1.2136983682E+01   -1.0245493709E+01   -7.1960803001E+00   -1.4177169696E+01   -1.4251326563E+01   -1.3536178421E+01   -1.2672643717E+01   -1.1305970118E+01   -1.1246714751E+01   -8.8692705940E+00   -5.3312734407E+00   -1.5009725876E+01   -1.5110650105E+01   -1.5070677210E+01   -1.4367216710E+01   -1.4149746647E+01   -1.3488791621E+01   -1.4170521083E+01   -1.4206938846E+01   -1.3558037090E+01   -1.3554537454E+01   -1.2562924537E+01
    8.9561478568E-02   -1.5563917156E+01   -1.4218345384E+01   -1.3868618228E+01   -1.3629814332E+01   -1.3230746584E+01   -1.0172050808E+01   -7.8928077084E+00   -1.0861668505E+01   -1.4838629961E+01   -1.4180197966E+01   -1.3627657655E+01   -1.2690421216E+01   -1.2885441455E+01   -9.2817819921E+00   -6.5165846566E+00   -8.9968616523E+00   -1.5261755516E+01   -1.5354105181E+01   -1.5379858972E+01   -1.4891508522E+01   -1.4334255122E+01   -1.3897939600E+01   -1.4809214338E+01   -1.4298009200E+01   -1.3843911097E+01   -1.3523715315E+01   -1.2824761541E+01
    1.0048963175E-01   -1.5862999309E+01   -1.4370458281E+01   -1.4004034937E+01   -1.3860903344E+01   -1.3915356250E+01   -1.3012751304E+01   -1.0018097581E+01   -1.1165885490E+01   -1.5124968698E+01   -1.4344553757E+01   -1.3739993487E+01   -1.3285463721E+01   -1.3688039898E+01   -1.2122482380E+01   -8.6418745135E+00   -9.3010785887E+00   -1.5397024284E+01   -1.5465086179E+01   -1.5513234539E+01   -1.5084435404E+01   -1.4462135627E+01   -1.3894925367E+01   -1.5123861788E+01   -1.4503295544E+01   -1.3967180103E+01   -1.3872835344E+01   -1.3502782636E+01
    1.1275122129E-01   -1.6108668469E+01   -1.4604801229E+01   -1.3954223743E+01   -1.4005917029E+01   -1.3423254885E+01   -1.3083837191E+01   -1.3139218871E+01   -1.1657692871E+01   -1.5360582926E+01   -1.4518466529E+01   -1.3961457185E+01   -1.3493855534E+01   -1.2600763051E+01   -1.2193568317E+01   -1.1762995751E+01   -9.7928859900E+00   -1.5674594943E+01   -1.5612459448E+01   -1.5754441903E+01   -1.5376411226E+01   -1.4739475004E+01   -1.3994388949E+01   -1.5353669327E+01   -1.4756934115E+01   -1.3928143563E+01   -1.3891451905E+01   -1.2886157949E+01
    1.2650895103E-01   -1.6246806843E+01   -1.4980102603E+01   -1.4469296750E+01   -1.4260153625E+01   -1.3940028856E+01   -1.2728967595E+01   -1.3289554246E+01   -1.3205566592E+01   -1.5488511289E+01   -1.4897225420E+01   -1.4132205369E+01   -1.3577495223E+01   -1.3729740157E+01   -1.1838698737E+01   -1.1913331145E+01   -1.1340759712E+01   -1.5744895178E+01   -1.5689200851E+01   -1.5833339002E+01   -1.5470122929E+01   -1.5106482950E+01   -1.4517886431E+01   -1.5483708655E+01   -1.5086997809E+01   -1.4481681853E+01   -1.4043877491E+01   -1.3482333239E+01
    1.4194537769E-01   -1.6373934504E+01   -1.5128275554E+01   -1.4678403120E+01   -1.4371484765E+01   -1.4265230022E+01   -1.4609905727E+01   -1.4119756118E+01   -1.4133724404E+01   -1.5629262264E+01   -1.5101738585E+01   -1.4276933055E+01   -1.3677157458E+01   -1.3878427343E+01   -1.3719636841E+01   -1.2743533005E+01   -1.2268917534E+01   -1.5856401196E+01   -1.5660876249E+01   -1.5912256672E+01   -1.5648773127E+01   -1.5250452485E+01   -1.4649153547E+01   -1.5614790590E+01   -1.5222288375E+01   -1.4696806748E+01   -1.4069486004E+01   -1.3839635889E+01
    1.5926533327E-01   -1.6532325680E+01   -1.5243778118E+01   -1.5015204734E+01   -1.4718920634E+01   -1.4115680482E+01   -1.3993082110E+01   -1.2894661936E+01   -1.4640101590E+01   -1.5794041741E+01   -1.5298394463E+01   -1.4579428233E+01   -1.4060805789E+01   -1.3721342793E+01   -1.3102813212E+01   -1.1518438823E+01   -1.2775294712E+01   -1.5915617937E+01   -1.5553818042E+01   -1.5836199450E+01   -1.5865552285E+01   -1.5360359431E+01   -1.4997737094E+01   -1.5773702882E+01   -1.5355860640E+01   -1.5008732892E+01   -1.4526412481E+01   -1.3621158067E+01
    1.7869864306E-01   -1.6744667913E+01   -1.5472513769E+01   -1.5010530652E+01   -1.4841188725E+01   -1.4738436253E+01   -1.4292938683E+01   -1.3706511975E+01   -1.4477236498E+01   -1.6006545163E+01   -1.5462927509E+01   -1.4713952475E+01   -1.4413272680E+01   -1.4135952543E+01   -1.3402669802E+01   -1.2330288854E+01   -1.2612429612E+01   -1.6035752667E+01   -1.5580774782E+01   -1.5918307128E+01   -1.6025862665E+01   -1.5602948906E+01   -1.5002104733E+01   -1.5986153208E+01   -1.5588886992E+01   -1.5008506914E+01   -1.4684413085E+01   -1.4308011597E+01
    2.0050317527E-01   -1.6914068900E+01   -1.5614916281E+01   -1.5358784256E+01   -1.5067635668E+01   -1.4742733470E+01   -1.4432323738E+01   -1.3984222260E+01   -1.4889706581E+01   -1.6175329707E+01   -1.5655612181E+01   -1.4996244459E+01   -1.4532771220E+01   -1.4015950649E+01   -1.3542054846E+01   -1.2607999148E+01   -1.3024899707E+01   -1.5957038096E+01   -1.5413209561E+01   -1.5741158278E+01   -1.6195044513E+01   -1.5724306349E+01   -1.5385188351E+01   -1.6160635847E+01   -1.5737336449E+01   -1.5370423892E+01   -1.4830910637E+01   -1.4303739697E+01
    2.2496826280E-01   -1.6985647372E+01   -1.5790755262E+01   -1.5458886407E+01   -1.5134798256E+01   -1.4731050782E+01   -1.4224640230E+01   -1.4826055974E+01   -1.5059131711E+01   -1.6235394494E+01   -1.5805391005E+01   -1.5076861693E+01   -1.4525916000E+01   -1.4151783007E+01   -1.3334371357E+01   -1.3449832863E+01   -1.3194324828E+01   -1.5913739750E+01   -1.5226352394E+01   -1.5550401143E+01   -1.6248684655E+01   -1.5903091483E+01   -1.5484995065E+01   -1.6222852113E+01   -1.5896019619E+01   -1.5464034583E+01   -1.4899267117E+01   -1.4273573279E+01
    2.5241854249E-01   -1.7160943888E+01   -1.6046688970E+01   -1.5673739814E+01   -1.5309531771E+01   -1.4975015264E+01   -1.4638971281E+01   -1.4322005025E+01   -1.4558034457E+01   -1.6406180793E+01   -1.6041791904E+01   -1.5226908209E+01   -1.4742311202E+01   -1.4401242790E+01   -1.3748702409E+01   -1.2945781911E+01   -1.2693227576E+01   -1.5875819528E+01   -1.5034427121E+01   -1.5380373358E+01   -1.6408731484E+01   -1.6168075314E+01   -1.5714985321E+01   -1.6399084355E+01   -1.6144871221E+01   -1.5682322573E+01   -1.5028718503E+01   -1.4536577830E+01
    2.8321826289E-01   -1.7238309691E+01   -1.6136974105E+01   -1.5841788597E+01   -1.5442543663E+01   -1.5076367995E+01   -1.4768240310E+01   -1.4219397108E+01   -1.4747378363E+01   -1.6486248789E+01   -1.6154263155E+01   -1.5380219352E+01   -1.4853686965E+01   -1.4552205676E+01   -1.3877971425E+01   -1.2843173986E+01   -1.2882571481E+01   -1.5771840139E+01   -1.4844275455E+01   -1.5252370381E+01   -1.6490167276E+01   -1.6258799504E+01   -1.5884833528E+01   -1.6477919398E+01   -1.6243554439E+01   -1.5839969126E+01   -1.5155330520E+01   -1.4629156429E+01
    3.1777611755E-01   -1.7261430592E+01   -1.6247998837E+01   -1.6036134013E+01   -1.5775272804E+01   -1.5403921993E+01   -1.4874888018E+01   -1.4984925377E+01   -1.4761606646E+01   -1.6494848640E+01   -1.6284992627E+01   -1.5733585037E+01   -1.5090048301E+01   -1.4639520739E+01   -1.3984619144E+01   -1.3608702245E+01   -1.2896799769E+01   -1.5684357481E+01   -1.4677595312E+01   -1.5116057440E+01   -1.6487665037E+01   -1.6367342802E+01   -1.6058032413E+01   -1.6491958164E+01   -1.6356063814E+01   -1.6032638682E+01   -1.5512484451E+01   -1.4961339643E+01
    3.5655066823E-01   -1.7261527185E+01   -1.6388702834E+01   -1.6149938460E+01   -1.5906078036E+01   -1.5482448418E+01   -1.5003753326E+01   -1.4589634728E+01   -1.5102481211E+01   -1.6476436650E+01   -1.6411735471E+01   -1.5848042695E+01   -1.5260068153E+01   -1.4831131318E+01   -1.4113484445E+01   -1.3213411613E+01   -1.3237674327E+01   -1.5560301621E+01   -1.4565873695E+01   -1.5018512999E+01   -1.6447384204E+01   -1.6510871938E+01   -1.6184122080E+01   -1.6489025853E+01   -1.6492479228E+01   -1.6146697029E+01   -1.5711425472E+01   -1.5035729785E+01
    4.0005642965E-01   -1.7425287263E+01   -1.6493541782E+01   -1.6221663724E+01   -1.6049705741E+01   -1.5599524644E+01   -1.5085286185E+01   -1.4488906967E+01   -1.5029565836E+01   -1.6645185761E+01   -1.6493759708E+01   -1.6008958202E+01   -1.5333870327E+01   -1.4881401172E+01   -1.4195017304E+01   -1.3112683855E+01   -1.3164758960E+01   -1.5421245222E+01   -1.4358120365E+01   -1.4795128476E+01   -1.6578257924E+01   -1.6613108742E+01   -1.6250575607E+01   -1.6659456375E+01   -1.6591670058E+01   -1.6214175122E+01   -1.5859007870E+01   -1.5148123036E+01
